COMMUNE;CODE INSEE;TYPE INFRASTRUCTURE;NUMERO RD;ADRESSE COMPTEUR;LIMITATION DE VITESSE;TYPE DE COMPTAGE;TYPE COMPTEUR;MOIS DU COMPTAGE;ANNEE DU COMPTAGE;PERIODICITE;SENS 1_ORIGINE;SENS 1_DESTINATION;S2_ORIGINE;S2_DESTINATION;TMJA_SENS 1;TMJA_SENS 2;TMJO_SENS 1;TMJO_SENS 2;TRAFIC_HPM_SENS 1;HORAIRE HPM_SENS 1;TRAFIC HPM_SENS 2;HORAIRE HPM_SENS 2;TRAFIC HPS_SENS 1;HORAIRE HPS_SENS 1;T_HPS_SENS 2;HPS_SENS 2;% POIDS LOURDS SENS 1;% POIDS LOURDS SENS 2;TMJA;LONGUEUR;geo_shape;geo_point_2d
Fontenay-aux-Roses, Le Plessis-Robinson, Sceaux;92032, 92060, 92071;Réseau départemental non classé à grande circulation;RD75;163 avenue de la Résistance;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Triennale;Fontenay-aux-Roses;Châtenay-Malabry;Châtenay-Malabry;Fontenay-aux-Roses;4354.0;4793.0;4774.0;5231.0;432.0;08h00-09h00;413.0;08h00-09h00;395.0;18h00-19h00;460.0;17h00-18h00;5.06;4.45;9147.0;1834.1094353450871;"{""coordinates"": [[2.293453378714641, 48.78420999582508], [2.293201885293244, 48.78418782226565], [2.2914930787876564, 48.783837722856255], [2.291392625855098, 48.78381823949293], [2.2912514686994987, 48.783789520456345], [2.290738394179255, 48.78368664067858], [2.2906189753657844, 48.783660748613684], [2.2904627865474083, 48.783636436101204], [2.2901529850772717, 48.78359861939915], [2.289635170496308, 48.78354427542636], [2.288564273023613, 48.78342727602433], [2.2878275442209564, 48.783351441446584], [2.2869624191130753, 48.7832485937989], [2.286574180065702, 48.78320335195459], [2.286017978495137, 48.78319513698094], [2.285868575870391, 48.78319301846092], [2.285767696219454, 48.78319715062257], [2.2856017023036266, 48.78322229299629], [2.285460959900049, 48.78324056741181], [2.2850505738048543, 48.78329297663236], [2.2843238115193687, 48.78339025981848], [2.284060648297887, 48.78342555973414], [2.2837143699654554, 48.78346755538098], [2.283542598488129, 48.78348811167123], [2.2834757903931258, 48.78349670552853], [2.283410354577519, 48.78350440766184], [2.283349051194702, 48.783508537254455], [2.283267321455406, 48.783513443214034], [2.283057542980327, 48.78352657496445], [2.282293348404056, 48.78357415397533], [2.282176198754372, 48.78358154489314], [2.28214895543613, 48.78358317964156], [2.2820257072351597, 48.78359200992227], [2.2819079725161533, 48.78358892761994], [2.281837229278894, 48.78358670287268], [2.281392319107677, 48.783575933476314], [2.280838597853548, 48.78356001055686], [2.2807202222560483, 48.783557498605894], [2.2804140901142067, 48.78355025904481], [2.279869846200021, 48.78353798640609], [2.2796331081179946, 48.783532062019326], [2.2789800277579766, 48.78351643065129], [2.278167633115016, 48.783506128703074], [2.277888769595329, 48.783495450068706], [2.277555692050902, 48.783468252368394], [2.2773952415732923, 48.78345738904384], [2.2770960762300603, 48.783438490250084], [2.2769994378398493, 48.783438804795736], [2.2768294605796706, 48.78342788251797], [2.276423169600028, 48.783380452057735], [2.2754626133285116, 48.78325860671001], [2.27528734291596, 48.78323685659401], [2.2748824793664513, 48.78318493293442], [2.2740819789341695, 48.783102722159164], [2.273982719619801, 48.78309582282277], [2.273868440853411, 48.7830924303474], [2.273724234876908, 48.78308795639841], [2.273515741049134, 48.7831064758348], [2.2733397827412616, 48.783134186987446], [2.272695566655344, 48.78326428098818], [2.272493537185186, 48.783307122782894], [2.2715585865997907, 48.78349660000353], [2.2713811398457455, 48.78353329400564], [2.2712707418245914, 48.783544313126164], [2.2708637517310915, 48.78354722650252], [2.270771159022504, 48.78355025863251], [2.270508402006117, 48.783555850775755], [2.2699506137238608, 48.7835389519763], [2.2695074321257867, 48.7835020655345], [2.269242544833135, 48.78346536919279], [2.268897501010506, 48.78341828728208]], ""type"": ""LineString""}";48.78347469974753, 2.281185802113711
Colombes;92025;Réseau départemental non classé à grande circulation;RD106;rue Paul Bert (entre l'avenue Audra et le boulevard Pierre de Coubertin);50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;Paris;Province;Province;Paris;8325.0;4178.0;8423.0;4321.0;558.0;10h00-11h00;253.0;07h00-08h00;368.0;14h00-15h00;212.0;14h00-15h00;3.1;2.96;12503.0;1031.5746442656202;"{""coordinates"": [[2.2498186556277915, 48.92293363469131], [2.2497831165641533, 48.92306424012667], [2.2497474995455176, 48.92312777902514], [2.2497019576969977, 48.92317887933776], [2.2496348111992948, 48.92322603202786], [2.2495039214852595, 48.92328494999542], [2.2485730684412477, 48.92367211288853], [2.2484177013544056, 48.92375207626008], [2.248304792346873, 48.923821513681496], [2.2482220600596907, 48.92388034872721], [2.2481586133305145, 48.92392671441165], [2.2481006506431904, 48.923971316288764], [2.247994070627519, 48.92407496670651], [2.2479246973380973, 48.92415367049368], [2.2478507623073196, 48.924264720473886], [2.2478002460640947, 48.92436062925133], [2.2473516070264727, 48.9251851733421], [2.247306339238355, 48.925295503733075], [2.2473035314712315, 48.925300881390584], [2.247251024886203, 48.92543994404238], [2.2472223139144702, 48.92553778831242], [2.247190639459278, 48.92565180121645], [2.247185739175842, 48.92570752698639], [2.247179305104173, 48.92577493407109], [2.2471823537363083, 48.92613017910826], [2.247182391279922, 48.926221908688625], [2.247187664037925, 48.92642338578459], [2.2471800853597808, 48.92656992494211], [2.247169348729166, 48.926651694139565], [2.247177041768769, 48.926685915490026], [2.2471505912359007, 48.926816148710444], [2.2470799228450202, 48.927078301277255], [2.247026463853781, 48.927283007130185], [2.246998986200191, 48.927389851823605], [2.2468163630897906, 48.92812613308351], [2.2466502849600447, 48.92866197265174], [2.246575362819762, 48.92884046264978], [2.246446251187939, 48.9291795869388], [2.246396466327023, 48.92931866606391], [2.246334621732329, 48.9294423812086], [2.246195230300632, 48.92964294782806], [2.2461149810727323, 48.929717983834614], [2.24604162055169, 48.929788567300534], [2.2457749790516313, 48.930010815425035], [2.2453745205278928, 48.930331143785715], [2.245102076107027, 48.93057673593027], [2.244976316940779, 48.93068385974979], [2.2447819413190944, 48.930779437708416], [2.244628983869264, 48.930864096490545], [2.244512596025536, 48.93091853714967], [2.2443658211082185, 48.93099721868692]], ""type"": ""LineString""}";48.926906987021674, 2.247081807016883
Antony;92002;Réseau départemental classé à grande circulation;RD986;1bis avenue du Docteur Ténine;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Annuelle;Département 94;Clamart;;;16791.0;;17179.0;;1017.0;07h00-08h00;;;1048.0;17h00-18h00;;;4.77;;16791.0;424.3347306440873;"{""coordinates"": [[2.314376957128362, 48.76226414104498], [2.313936692322274, 48.76240236947916], [2.3137877372724893, 48.76245278163484], [2.313144219244716, 48.762660448345684], [2.3128914006317634, 48.76274623880065], [2.3125194573722756, 48.76288980625272], [2.312232319183599, 48.76299878265067], [2.3119384716328515, 48.76310052517306], [2.3118961336468526, 48.76311287309345], [2.3117759208635325, 48.76314995662535], [2.3116120684692465, 48.76319488332117], [2.3114619747504896, 48.76322819630417], [2.311392476530165, 48.76323679009322], [2.311320268745978, 48.76324446824487], [2.311223489764659, 48.76325830157819], [2.311065196971992, 48.76329426469799], [2.310991510749305, 48.763310929022566], [2.310565677197911, 48.76341370529024], [2.3102054261775713, 48.7634952717011], [2.310097644692002, 48.76351803414497], [2.3099460691409477, 48.76356033150427], [2.3097615828060896, 48.763622225429486], [2.3094527511737315, 48.763724774509086], [2.309305267677429, 48.76376619449299], [2.309168940029932, 48.7637869919683], [2.309114131994024, 48.76379633647891]], ""type"": ""LineString""}";48.76307737555367, 2.311758304212336
Issy-les-Moulineaux;92040;Réseau départemental non classé à grande circulation;RD76;71 rue du Gouverneur Général Éboué;50 km/h;Comptage automatique en section;Tubes;Septembre;2023;Triennale;paris;province;Province;Paris;849.0;4330.0;890.0;4677.0;61.0;09h00-10h00;415.0;08h00-09h00;69.0;18h00-19h00;416.0;18h00-19h00;6.07;5.05;5179.0;952.3120871739246;"{""coordinates"": [[2.2739081327203343, 48.827907910015604], [2.273750710047581, 48.82782966763006], [2.2726329632458655, 48.82729763578618], [2.2722010263240917, 48.82711153360282], [2.2717842766911662, 48.826911132879964], [2.271609764849748, 48.82682462852813], [2.2711171107456405, 48.826597680588726], [2.270464506115399, 48.82631489172839], [2.2695803385111484, 48.82593535089327], [2.2690858466376356, 48.825743459527985], [2.268370562556326, 48.82546387367937], [2.268113169151128, 48.825363366113876], [2.2677649122245884, 48.82523442123424], [2.267657629765805, 48.82521127950638], [2.2675056028080096, 48.825173473906766], [2.2667861180885756, 48.82499998017038], [2.26532239351185, 48.824670814970744], [2.2637926731473983, 48.82428996108343], [2.2633433312182962, 48.82418286501367], [2.262683610059807, 48.82402320589397], [2.2624988282614242, 48.82396567317578]], ""type"": ""LineString""}";48.82566711633063, 2.268297624573008
Arcueil, Bagneux, Bourg-la-Reine, Cachan;92007, 92014, 94003, 94016;Réseau départemental classé à grande circulation;RD920;248 avenue Aristide Briand;50 km/h;Comptage automatique en section;Tubes;Décembre;2021;Annuelle;Bagneux;Bourg-la-Reine;Bagneux;Montrouge;9478.0;10747.0;9775.0;11085.0;350.0;08h00-09h00;771.0;08h00-09h00;728.0;18h00-19h00;624.0;18h00-19h00;5.44;6.87;20225.0;2673.8339145993104;"{""coordinates"": [[2.326527076382128, 48.80955496338596], [2.326583730836258, 48.80937481422446], [2.3266001697969956, 48.809261762919924], [2.3264065579245656, 48.80851766741155], [2.326079989447763, 48.80708329022521], [2.325927429321015, 48.806587220286964], [2.32581243385965, 48.80629734883981], [2.325029783093467, 48.80432441392441], [2.324367569249688, 48.80260861606478], [2.324040227522641, 48.80180003719134], [2.3236628636176255, 48.800881944301324], [2.3232346689203167, 48.799781280469404], [2.321867442020916, 48.79627327827554], [2.321168142514406, 48.79444612669737], [2.3206806404569766, 48.793165447311836], [2.320177857579455, 48.791859429703806], [2.319948225638122, 48.79129158821748], [2.319784726060507, 48.79083484849429], [2.3194960556944513, 48.79009786980594], [2.3189853215491296, 48.788748157616816], [2.318559293827531, 48.78763568803364], [2.318336453443001, 48.78714061650739], [2.3181610246785693, 48.78680049474336], [2.317790392875552, 48.78625961097824]], ""type"": ""LineString""}";48.797818147538315, 2.3224648477121304
Antony;92002;Réseau départemental classé à grande circulation;RD986;avenue du Général De Gaulle;50 km/h;Comptage automatique en section;Tubes;Décembre;2023;Annuelle;Clamart;Département 94;Clamart;Département 94;6756.0;;7003.0;;715.0;08h00-09h00;;;472.0;16h00-17h00;;;2.75;;6756.0;1226.8956218598175;"{""coordinates"": [[2.309114131994024, 48.76379633647891], [2.3088910483661573, 48.76381326695088], [2.3087044575852076, 48.76382837697442], [2.3086078089788833, 48.76383231430204], [2.3083399747428937, 48.76381817167699], [2.3080410651955843, 48.76378765925194], [2.3076553535340834, 48.76373685421132], [2.3073743451046367, 48.76369025346295], [2.306674310111991, 48.76354048419942], [2.3055471061096724, 48.763286592813245], [2.305358716177686, 48.76323243060431], [2.3050982993342592, 48.76317245323725], [2.3050020463833563, 48.763146708812805], [2.3048326803497696, 48.763094455968165], [2.304641558931226, 48.763041176281256], [2.3041059082609916, 48.762910337528886], [2.304019427349375, 48.762889628475236], [2.3039865653472833, 48.76288175966973], [2.3039228318921388, 48.76286609795032], [2.3036381104436674, 48.76279248422055], [2.3034361219269828, 48.762738239959916], [2.3025411530464845, 48.762517153240466], [2.301873833460575, 48.76236484798446], [2.3016404866578783, 48.762315814053906], [2.300949924592498, 48.762172362688936], [2.3008969912353208, 48.762163058652305], [2.300693394347596, 48.76212768780804], [2.3004283518498867, 48.76210904692929], [2.3003794143192344, 48.76210606152212], [2.2998804267980444, 48.762083350558456], [2.2998233153823557, 48.76208121711989], [2.299652077500214, 48.76206762065162], [2.299384496772695, 48.76203547078233], [2.29917134218828, 48.76200273964931], [2.298903967525265, 48.76195530012441], [2.2988076110780495, 48.76193764485673], [2.2983937289377825, 48.761858762178214], [2.298040906820654, 48.76179193020817], [2.2968426679725007, 48.761565420778375], [2.2959186471458706, 48.76138368805324], [2.295386666659568, 48.76128611029741], [2.2951314555685327, 48.76124502931104], [2.2948776556470922, 48.761200358133294], [2.294686138601099, 48.761177640723965], [2.2945462179022797, 48.76116242398776], [2.2943627553742822, 48.76114784874632], [2.294154781263435, 48.761134926625864], [2.293967127190987, 48.76112842090703], [2.2936215646842406, 48.76112907635435], [2.293051759867934, 48.76109086466916]], ""type"": ""LineString""}";48.76237202852738, 2.3011003999584405
Sceaux;92071;Réseau départemental non classé à grande circulation;RD77;14 boulevard Colbert;50 km/h;Comptage automatique en section;Tubes;Décembre;2023;Triennale;Département 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Département 94;4085.0;3318.0;4377.0;3533.0;451.0;08h00-09h00;260.0;08h00-09h00;345.0;17h00-18h00;339.0;18h00-19h00;5.02;5.18;7403.0;660.4863610286523;"{""coordinates"": [[2.303416120846601, 48.778096213088524], [2.303378057081237, 48.77817766520578], [2.303279963247351, 48.77824131761282], [2.303130244517458, 48.77828895148988], [2.3030472681214085, 48.77831040733951], [2.302649281376099, 48.77835575418156], [2.302291984720166, 48.7784112306145], [2.302215660523945, 48.77841977930905], [2.301954151673651, 48.77845860871321], [2.3018097987680206, 48.77848271605602], [2.3017070469520897, 48.77849279903669], [2.301620609810457, 48.778494653190165], [2.3013795678134303, 48.77848128995172], [2.3011629629210706, 48.77847388735097], [2.299654122465446, 48.778444366061265], [2.2986105771358094, 48.778424753053415], [2.2984772565802727, 48.778421271423866], [2.298379218379742, 48.77842519272571], [2.297412052499314, 48.77849416127407], [2.2970469003673943, 48.7785261913087], [2.2960346908780984, 48.77860477710035], [2.2952213983964516, 48.77866653920224], [2.2949407096526753, 48.77869186532654], [2.2947850074418663, 48.778733219189235], [2.2946725613505157, 48.778784004594264]], ""type"": ""LineString""}";48.77848246286373, 2.2990777567729457
Clamart, Le Plessis-Robinson;92023, 92060;Réseau départemental non classé à grande circulation;RD2;avenue Paul Langevin;50 km/h;Comptage automatique en section;Tubes;Décembre;2023;Triennale;Châtenay-Malabry;Issy les Moulineaux;Issy les Moulineaux;Châtenay-Malabry;9464.0;11355.0;10277.0;12332.0;792.0;09h00-10h00;950.0;09h00-10h00;797.0;17h00-18h00;956.0;17h00-18h00;1.2;1.19;20819.0;835.1373328084904;"{""coordinates"": [[2.253095514846854, 48.78223037912526], [2.2531310324169276, 48.78235244496522], [2.2532022651951364, 48.782646780487624], [2.2532193594910153, 48.782751463501604], [2.2532276621642424, 48.782870969998186], [2.25329693653921, 48.78354127120348], [2.253308143060812, 48.78361419406112], [2.2533166012229415, 48.78368889865116], [2.25330561637208, 48.78388580279011], [2.25330189143409, 48.783955934137936], [2.2533049183870504, 48.78402970587168], [2.2533174470508657, 48.784105335366284], [2.253361861452242, 48.78433046772038], [2.2533765015468386, 48.78439756440997], [2.25337974398072, 48.78441242654898], [2.25338858897056, 48.784460150457214], [2.2534035559570427, 48.78455558237238], [2.2534262894343065, 48.784678944591256], [2.2534385482595884, 48.78477346044859], [2.2534743713859786, 48.78512355816312], [2.2534610816369214, 48.78557678166509], [2.253423537997992, 48.786012764387365], [2.2533495052967574, 48.78643053104082], [2.2532649815237247, 48.78682035051611], [2.2532098140880223, 48.78706104899379], [2.2530587408314457, 48.78772567342014], [2.2529439197794723, 48.78823492437595], [2.2528453671839808, 48.788758121089025], [2.2527868195896583, 48.789139655212054], [2.252749217266364, 48.789367221165584], [2.2527348070441846, 48.78948848380345], [2.2527135707929453, 48.789693984535546]], ""type"": ""LineString""}";48.78596596761391, 2.2531927680795327
Bourg-la-Reine;92014;Réseau départemental non classé à grande circulation;RD74;66 rue de la Cosarde;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Triennale;Département 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Département 94;3391.0;3661.0;3619.0;3948.0;403.0;08h00-09h00;356.0;08h00-09h00;293.0;18h00-19h00;379.0;18h00-19h00;4.47;3.51;7052.0;693.6578929010469;"{""coordinates"": [[2.3250363691431706, 48.77990360478359], [2.324844095052948, 48.77993309830528], [2.3248345579244156, 48.779933943389], [2.324601378608969, 48.77996950225201], [2.3239168537795623, 48.78007266071293], [2.3229498375256123, 48.78023537581804], [2.322873456124299, 48.78024843370677], [2.322700185141277, 48.78028162944407], [2.322544488769381, 48.78032391839692], [2.3222481118666027, 48.780404984205056], [2.3221087799700215, 48.78044466750066], [2.321878049124201, 48.780500920180366], [2.321228729745869, 48.78061685591738], [2.3206598615163743, 48.78072065324223], [2.320440166630155, 48.780765273267534], [2.3199759884165334, 48.780876857873224], [2.319844876116754, 48.78091208858799], [2.31967960273659, 48.780957917041476], [2.319415737166203, 48.78104995394542], [2.3192174619183032, 48.78112167702743], [2.3191367844050093, 48.78115089784555], [2.318574744388258, 48.78135635737341], [2.3182779191274574, 48.78147068871575], [2.3181261224196135, 48.781526485899356], [2.3180303326151637, 48.78156641284646], [2.317697911622832, 48.78169672853075], [2.317480403696921, 48.78179334781674], [2.317297411082595, 48.781905049655734], [2.3165682810195323, 48.782406882021114]], ""type"": ""LineString""}";48.78085743884707, 2.3206968275664135
Nanterre;92050;Réseau départemental non classé à grande circulation;RD913;souterrain place de La Boule RD913;50;Comptage automatique en section;Tubes;Mars;2023;Triennale;Paris;Province;Province;Paris;6430.0;5180.0;6860.0;5813.0;428.0;08h00-09h00;980.0;08h00-09h00;435.0;17h00-18h00;422.0;18h00-19h00;0.23;0.49;11610.0;413.6550805610335;"{""coordinates"": [[2.2018796246737633, 48.88704787397206], [2.2016861291542558, 48.887056027512344], [2.201535084459276, 48.88706452915009], [2.2013127284488534, 48.88706536626123], [2.2010651357333897, 48.88705520418273], [2.2008770356632685, 48.88703111094492], [2.2006438119044645, 48.886993862324886], [2.200438477715457, 48.88694565418059], [2.2002513128221057, 48.88689396822676], [2.200084335241651, 48.88684343311187], [2.1998437405824123, 48.88675848346598], [2.197956942975838, 48.886074047553194], [2.1969638294564455, 48.88575093825147], [2.196728345649341, 48.885686295195846]], ""type"": ""LineString""}";48.88650547835417, 2.1992805402890157
Colombes;92025;Réseau départemental non classé à grande circulation;RD106;rue Paul Bert (aqueduc de Colombes entre A86 et la Seine);50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;Paris;Province;Province;Paris;10608.0;8251.0;11168.0;8528.0;880.0;10h00-11h00;758.0;06h00-07h00;632.0;14h00-15h00;341.0;15h00-16h00;3.37;2.51;18859.0;281.2054188249097;"{""coordinates"": [[2.2443658211082185, 48.93099721868692], [2.244251074504592, 48.93108148274859], [2.2441722506555237, 48.93115948917347], [2.2440109895572973, 48.931315477254905], [2.2438087812927265, 48.931473279231575], [2.2436556824035256, 48.931582927383126], [2.2428339197715035, 48.9321514917285], [2.2427952861687293, 48.93218002549843], [2.2427732403475855, 48.9321942744432], [2.2427222059668135, 48.932230823387165], [2.2426849901821075, 48.932255769105836], [2.241794297031196, 48.93286975432741]], ""type"": ""LineString""}";48.931957193148925, 2.243098955960615
